year,month,month_name,season,group,district,population,num_businesses,daily_hours,weekly_hours,monthly_hours,household_loss_npr,business_loss_npr,total_household_loss_npr,total_business_loss_npr,year_month
2012,10,October,Autumn,Group 2,Hetauda,95000,5000,13.34,93.4,400.2,15208.0,80040.0,361190000.0,400200000.0,2012-10
2012,10,October,Autumn,Group 3,Kathmandu,1500000,45000,10.26,71.8,307.8,16929.0,116964.0,6348375000.0,5263380000.0,2012-10
2012,10,October,Autumn,Group 3,Lalitpur,300000,12000,10.53,73.7,315.9,15795.0,88452.0,1184625000.0,1061424000.0,2012-10
2012,10,October,Autumn,Group 3,Bhaktapur,85000,8000,10.53,73.7,315.9,14215.0,69498.0,302068750.0,555984000.0,2012-10
2012,10,October,Autumn,Group 3,Pokhara,450000,15000,11.32,79.2,339.6,16980.0,101880.0,1910250000.0,1528200000.0,2012-10
2012,10,October,Autumn,Group 3,Chitwan,580000,18000,13.35,93.5,400.5,16821.0,100125.0,2439045000.0,1802250000.0,2012-10
2012,10,October,Autumn,Group 3,Biratnagar,240000,11000,12.9,90.3,387.0,18576.0,104490.0,1114560000.0,1149390000.0,2012-10
2012,10,October,Autumn,Group 3,Birgunj,190000,9500,13.45,94.1,403.5,18561.0,104910.0,881647500.0,996645000.0,2012-10
2012,10,October,Autumn,Group 3,Butwal,135000,7000,13.99,97.9,419.7,16788.0,88137.0,566595000.0,616959000.0,2012-10
2012,10,October,Autumn,Group 3,Dharan,130000,6500,13.3,93.1,399.0,17556.0,95760.0,570570000.0,622440000.0,2012-10
2012,10,October,Autumn,Group 3,Hetauda,95000,5000,13.61,95.3,408.3,15515.0,81660.0,368481250.0,408300000.0,2012-10
2012,10,October,Autumn,Group 4,Kathmandu,1500000,45000,9.69,67.8,290.7,15988.0,110466.0,5995500000.0,4970970000.0,2012-10
2012,10,October,Autumn,Group 4,Lalitpur,300000,12000,10.26,71.8,307.8,15390.0,86184.0,1154250000.0,1034208000.0,2012-10
2012,10,October,Autumn,Group 4,Bhaktapur,85000,8000,11.03,77.2,330.9,14890.0,72798.0,316412500.0,582384000.0,2012-10
2012,10,October,Autumn,Group 4,Pokhara,450000,15000,11.94,83.6,358.2,17910.0,107460.0,2014875000.0,1611900000.0,2012-10
2012,10,October,Autumn,Group 4,Chitwan,580000,18000,12.43,87.0,372.9,15662.0,93225.0,2270990000.0,1678050000.0,2012-10
2012,10,October,Autumn,Group 4,Biratnagar,240000,11000,13.32,93.2,399.6,19181.0,107892.0,1150860000.0,1186812000.0,2012-10
2012,10,October,Autumn,Group 4,Birgunj,190000,9500,13.74,96.2,412.2,18961.0,107172.0,900647500.0,1018134000.0,2012-10
2012,10,October,Autumn,Group 4,Butwal,135000,7000,15.0,105.0,450.0,18000.0,94500.0,607500000.0,661500000.0,2012-10
2012,10,October,Autumn,Group 4,Dharan,130000,6500,12.56,87.9,376.8,16579.0,90432.0,538817500.0,587808000.0,2012-10
2012,10,October,Autumn,Group 4,Hetauda,95000,5000,14.5,101.5,435.0,16530.0,87000.0,392587500.0,435000000.0,2012-10
2012,10,October,Autumn,Group 5,Kathmandu,1500000,45000,10.82,75.7,324.6,17853.0,123348.0,6694875000.0,5550660000.0,2012-10
2012,10,October,Autumn,Group 5,Lalitpur,300000,12000,10.05,70.4,301.5,15075.0,84420.0,1130625000.0,1013040000.0,2012-10
2012,10,October,Autumn,Group 5,Bhaktapur,85000,8000,11.3,79.1,339.0,15255.0,74580.0,324168750.0,596640000.0,2012-10
2012,10,October,Autumn,Group 5,Pokhara,450000,15000,12.41,86.9,372.3,18615.0,111690.0,2094187500.0,1675350000.0,2012-10
2012,10,October,Autumn,Group 5,Chitwan,580000,18000,12.56,87.9,376.8,15826.0,94200.0,2294770000.0,1695600000.0,2012-10
2012,10,October,Autumn,Group 5,Biratnagar,240000,11000,13.37,93.6,401.1,19253.0,108297.0,1155180000.0,1191267000.0,2012-10
2012,10,October,Autumn,Group 5,Birgunj,190000,9500,13.8,96.6,414.0,19044.0,107640.0,904590000.0,1022580000.0,2012-10
2012,10,October,Autumn,Group 5,Butwal,135000,7000,15.5,108.5,465.0,18600.0,97650.0,627750000.0,683550000.0,2012-10
2012,10,October,Autumn,Group 5,Dharan,130000,6500,14.39,100.7,431.7,18995.0,103608.0,617337500.0,673452000.0,2012-10
2012,10,October,Autumn,Group 5,Hetauda,95000,5000,14.97,104.8,449.1,17066.0,89820.0,405317500.0,449100000.0,2012-10
2012,10,October,Autumn,Group 6,Kathmandu,1500000,45000,11.01,77.1,330.3,18166.0,125514.0,6812250000.0,5648130000.0,2012-10
2012,10,October,Autumn,Group 6,Lalitpur,300000,12000,10.83,75.8,324.9,16245.0,90972.0,1218375000.0,1091664000.0,2012-10
2012,10,October,Autumn,Group 6,Bhaktapur,85000,8000,11.63,81.4,348.9,15700.0,76758.0,333625000.0,614064000.0,2012-10
2012,10,October,Autumn,Group 6,Pokhara,450000,15000,13.16,92.1,394.8,19740.0,118440.0,2220750000.0,1776600000.0,2012-10
2012,10,October,Autumn,Group 6,Chitwan,580000,18000,13.03,91.2,390.9,16418.0,97725.0,2380610000.0,1759050000.0,2012-10
2012,10,October,Autumn,Group 6,Biratnagar,240000,11000,14.37,100.6,431.1,20693.0,116397.0,1241580000.0,1280367000.0,2012-10
2012,10,October,Autumn,Group 6,Birgunj,190000,9500,14.54,101.8,436.2,20065.0,113412.0,953087500.0,1077414000.0,2012-10
2012,10,October,Autumn,Group 6,Butwal,135000,7000,15.05,105.4,451.5,18060.0,94815.0,609525000.0,663705000.0,2012-10
2012,10,October,Autumn,Group 6,Dharan,130000,6500,14.7,102.9,441.0,19404.0,105840.0,630630000.0,687960000.0,2012-10
2012,10,October,Autumn,Group 6,Hetauda,95000,5000,15.04,105.3,451.2,17146.0,90240.0,407217500.0,451200000.0,2012-10
2012,10,October,Autumn,Group 7,Kathmandu,1500000,45000,10.88,76.2,326.4,17952.0,124032.0,6732000000.0,5581440000.0,2012-10
2012,10,October,Autumn,Group 7,Lalitpur,300000,12000,12.04,84.3,361.2,18060.0,101136.0,1354500000.0,1213632000.0,2012-10
2012,10,October,Autumn,Group 7,Bhaktapur,85000,8000,11.71,82.0,351.3,15808.0,77286.0,335920000.0,618288000.0,2012-10
2012,10,October,Autumn,Group 7,Pokhara,450000,15000,13.51,94.6,405.3,20265.0,121590.0,2279812500.0,1823850000.0,2012-10
2012,10,October,Autumn,Group 7,Chitwan,580000,18000,14.06,98.4,421.8,17716.0,105450.0,2568820000.0,1898100000.0,2012-10
2012,10,October,Autumn,Group 7,Biratnagar,240000,11000,14.26,99.8,427.8,20534.0,115506.0,1232040000.0,1270566000.0,2012-10
2012,10,October,Autumn,Group 7,Birgunj,190000,9500,15.07,105.5,452.1,20797.0,117546.0,987857500.0,1116687000.0,2012-10
2012,10,October,Autumn,Group 7,Butwal,135000,7000,15.0,105.0,450.0,18000.0,94500.0,607500000.0,661500000.0,2012-10
2012,10,October,Autumn,Group 7,Dharan,130000,6500,15.09,105.6,452.7,19919.0,108648.0,647367500.0,706212000.0,2012-10
2012,10,October,Autumn,Group 7,Hetauda,95000,5000,15.09,105.6,452.7,17203.0,90540.0,408571250.0,452700000.0,2012-10
2012,11,November,Winter,Group 1,Kathmandu,1500000,45000,14.66,102.6,439.8,24189.0,167124.0,9070875000.0,7520580000.0,2012-11
2012,11,November,Winter,Group 1,Lalitpur,300000,12000,16.23,113.6,486.9,24345.0,136332.0,1825875000.0,1635984000.0,2012-11
2012,11,November,Winter,Group 1,Bhaktapur,85000,8000,16.47,115.3,494.1,22234.0,108702.0,472472500.0,869616000.0,2012-11
2012,11,November,Winter,Group 1,Pokhara,450000,15000,18.0,126.0,540.0,27000.0,162000.0,3037500000.0,2430000000.0,2012-11
2012,11,November,Winter,Group 1,Chitwan,580000,18000,18.0,126.0,540.0,22680.0,135000.0,3288600000.0,2430000000.0,2012-11
2012,11,November,Winter,Group 1,Biratnagar,240000,11000,18.0,126.0,540.0,25920.0,145800.0,1555200000.0,1603800000.0,2012-11
2012,11,November,Winter,Group 1,Birgunj,190000,9500,18.0,126.0,540.0,24840.0,140400.0,1179900000.0,1333800000.0,2012-11
2012,11,November,Winter,Group 1,Butwal,135000,7000,18.0,126.0,540.0,21600.0,113400.0,729000000.0,793800000.0,2012-11
2012,11,November,Winter,Group 1,Dharan,130000,6500,18.0,126.0,540.0,23760.0,129600.0,772200000.0,842400000.0,2012-11
2012,11,November,Winter,Group 1,Hetauda,95000,5000,18.0,126.0,540.0,20520.0,108000.0,487350000.0,540000000.0,2012-11
2012,11,November,Winter,Group 2,Kathmandu,1500000,45000,15.55,108.9,466.5,25658.0,177270.0,9621750000.0,7977150000.0,2012-11
2012,11,November,Winter,Group 2,Lalitpur,300000,12000,16.37,114.6,491.1,24555.0,137508.0,1841625000.0,1650096000.0,2012-11
2012,11,November,Winter,Group 2,Bhaktapur,85000,8000,17.14,120.0,514.2,23139.0,113124.0,491703750.0,904992000.0,2012-11
2012,11,November,Winter,Group 2,Pokhara,450000,15000,18.0,126.0,540.0,27000.0,162000.0,3037500000.0,2430000000.0,2012-11
2012,11,November,Winter,Group 2,Chitwan,580000,18000,18.0,126.0,540.0,22680.0,135000.0,3288600000.0,2430000000.0,2012-11
2012,11,November,Winter,Group 2,Biratnagar,240000,11000,18.0,126.0,540.0,25920.0,145800.0,1555200000.0,1603800000.0,2012-11
2012,11,November,Winter,Group 2,Birgunj,190000,9500,18.0,126.0,540.0,24840.0,140400.0,1179900000.0,1333800000.0,2012-11
2012,11,November,Winter,Group 2,Butwal,135000,7000,18.0,126.0,540.0,21600.0,113400.0,729000000.0,793800000.0,2012-11
2012,11,November,Winter,Group 2,Dharan,130000,6500,18.0,126.0,540.0,23760.0,129600.0,772200000.0,842400000.0,2012-11
2012,11,November,Winter,Group 2,Hetauda,95000,5000,18.0,126.0,540.0,20520.0,108000.0,487350000.0,540000000.0,2012-11
2012,11,November,Winter,Group 3,Kathmandu,1500000,45000,16.19,113.3,485.7,26714.0,184566.0,10017750000.0,8305470000.0,2012-11
2012,11,November,Winter,Group 3,Lalitpur,300000,12000,16.33,114.3,489.9,24495.0,137172.0,1837125000.0,1646064000.0,2012-11
2012,11,November,Winter,Group 3,Bhaktapur,85000,8000,17.42,121.9,522.6,23517.0,114972.0,499736250.0,919776000.0,2012-11
2012,11,November,Winter,Group 3,Pokhara,450000,15000,18.0,126.0,540.0,27000.0,162000.0,3037500000.0,2430000000.0,2012-11
2012,11,November,Winter,Group 3,Chitwan,580000,18000,18.0,126.0,540.0,22680.0,135000.0,3288600000.0,2430000000.0,2012-11
2012,11,November,Winter,Group 3,Biratnagar,240000,11000,18.0,126.0,540.0,25920.0,145800.0,1555200000.0,1603800000.0,2012-11
2012,11,November,Winter,Group 3,Birgunj,190000,9500,18.0,126.0,540.0,24840.0,140400.0,1179900000.0,1333800000.0,2012-11
2012,11,November,Winter,Group 3,Butwal,135000,7000,18.0,126.0,540.0,21600.0,113400.0,729000000.0,793800000.0,2012-11
2012,11,November,Winter,Group 3,Dharan,130000,6500,18.0,126.0,540.0,23760.0,129600.0,772200000.0,842400000.0,2012-11
2012,11,November,Winter,Group 3,Hetauda,95000,5000,18.0,126.0,540.0,20520.0,108000.0,487350000.0,540000000.0,2012-11
2012,11,November,Winter,Group 4,Kathmandu,1500000,45000,16.54,115.8,496.2,27291.0,188556.0,10234125000.0,8485020000.0,2012-11
2012,11,November,Winter,Group 4,Lalitpur,300000,12000,17.02,119.1,510.6,25530.0,142968.0,1914750000.0,1715616000.0,2012-11
2012,11,November,Winter,Group 4,Bhaktapur,85000,8000,18.0,126.0,540.0,24300.0,118800.0,516375000.0,950400000.0,2012-11
2012,11,November,Winter,Group 4,Pokhara,450000,15000,18.0,126.0,540.0,27000.0,162000.0,3037500000.0,2430000000.0,2012-11
2012,11,November,Winter,Group 4,Chitwan,580000,18000,18.0,126.0,540.0,22680.0,135000.0,3288600000.0,2430000000.0,2012-11
2012,11,November,Winter,Group 4,Biratnagar,240000,11000,18.0,126.0,540.0,25920.0,145800.0,1555200000.0,1603800000.0,2012-11
2012,11,November,Winter,Group 4,Birgunj,190000,9500,18.0,126.0,540.0,24840.0,140400.0,1179900000.0,1333800000.0,2012-11
2012,11,November,Winter,Group 4,Butwal,135000,7000,18.0,126.0,540.0,21600.0,113400.0,729000000.0,793800000.0,2012-11
2012,11,November,Winter,Group 4,Dharan,130000,6500,18.0,126.0,540.0,23760.0,129600.0,772200000.0,842400000.0,2012-11
2012,11,November,Winter,Group 4,Hetauda,95000,5000,18.0,126.0,540.0,20520.0,108000.0,487350000.0,540000000.0,2012-11
2012,11,November,Winter,Group 5,Kathmandu,1500000,45000,16.13,112.9,483.9,26614.0,183882.0,9980250000.0,8274690000.0,2012-11
2012,11,November,Winter,Group 5,Lalitpur,300000,12000,17.3,121.1,519.0,25950.0,145320.0,1946250000.0,1743840000.0,2012-11
2012,11,November,Winter,Group 5,Bhaktapur,85000,8000,18.0,126.0,540.0,24300.0,118800.0,516375000.0,950400000.0,2012-11
2012,11,November,Winter,Group 5,Pokhara,450000,15000,18.0,126.0,540.0,27000.0,162000.0,3037500000.0,2430000000.0,2012-11
2012,11,November,Winter,Group 5,Chitwan,580000,18000,18.0,126.0,540.0,22680.0,135000.0,3288600000.0,2430000000.0,2012-11
2012,11,November,Winter,Group 5,Biratnagar,240000,11000,18.0,126.0,540.0,25920.0,145800.0,1555200000.0,1603800000.0,2012-11
2012,11,November,Winter,Group 5,Birgunj,190000,9500,18.0,126.0,540.0,24840.0,140400.0,1179900000.0,1333800000.0,2012-11
2012,11,November,Winter,Group 5,Butwal,135000,7000,18.0,126.0,540.0,21600.0,113400.0,729000000.0,793800000.0,2012-11
2012,11,November,Winter,Group 5,Dharan,130000,6500,18.0,126.0,540.0,23760.0,129600.0,772200000.0,842400000.0,2012-11
2012,11,November,Winter,Group 5,Hetauda,95000,5000,18.0,126.0,540.0,20520.0,108000.0,487350000.0,540000000.0,2012-11
2012,11,November,Winter,Group 6,Kathmandu,1500000,45000,16.9,118.3,507.0,27885.0,192660.0,10456875000.0,8669700000.0,2012-11
2012,11,November,Winter,Group 6,Lalitpur,300000,12000,17.67,123.7,530.1,26505.0,148428.0,1987875000.0,1781136000.0,2012-11
2012,11,November,Winter,Group 6,Bhaktapur,85000,8000,18.0,126.0,540.0,24300.0,118800.0,516375000.0,950400000.0,2012-11
2012,11,November,Winter,Group 6,Pokhara,450000,15000,18.0,126.0,540.0,27000.0,162000.0,3037500000.0,2430000000.0,2012-11
2012,11,November,Winter,Group 6,Chitwan,580000,18000,18.0,126.0,540.0,22680.0,135000.0,3288600000.0,2430000000.0,2012-11
2012,11,November,Winter,Group 6,Biratnagar,240000,11000,18.0,126.0,540.0,25920.0,145800.0,1555200000.0,1603800000.0,2012-11
2012,11,November,Winter,Group 6,Birgunj,190000,9500,18.0,126.0,540.0,24840.0,140400.0,1179900000.0,1333800000.0,2012-11
2012,11,November,Winter,Group 6,Butwal,135000,7000,18.0,126.0,540.0,21600.0,113400.0,729000000.0,793800000.0,2012-11
2012,11,November,Winter,Group 6,Dharan,130000,6500,18.0,126.0,540.0,23760.0,129600.0,772200000.0,842400000.0,2012-11
2012,11,November,Winter,Group 6,Hetauda,95000,5000,18.0,126.0,540.0,20520.0,108000.0,487350000.0,540000000.0,2012-11
2012,11,November,Winter,Group 7,Kathmandu,1500000,45000,17.33,121.3,519.9,28594.0,197562.0,10722750000.0,8890290000.0,2012-11
2012,11,November,Winter,Group 7,Lalitpur,300000,12000,18.0,126.0,540.0,27000.0,151200.0,2025000000.0,1814400000.0,2012-11
2012,11,November,Winter,Group 7,Bhaktapur,85000,8000,18.0,126.0,540.0,24300.0,118800.0,516375000.0,950400000.0,2012-11
2012,11,November,Winter,Group 7,Pokhara,450000,15000,18.0,126.0,540.0,27000.0,162000.0,3037500000.0,2430000000.0,2012-11
2012,11,November,Winter,Group 7,Chitwan,580000,18000,18.0,126.0,540.0,22680.0,135000.0,3288600000.0,2430000000.0,2012-11
2012,11,November,Winter,Group 7,Biratnagar,240000,11000,18.0,126.0,540.0,25920.0,145800.0,1555200000.0,1603800000.0,2012-11
2012,11,November,Winter,Group 7,Birgunj,190000,9500,18.0,126.0,540.0,24840.0,140400.0,1179900000.0,1333800000.0,2012-11
2012,11,November,Winter,Group 7,Butwal,135000,7000,18.0,126.0,540.0,21600.0,113400.0,729000000.0,793800000.0,2012-11
2012,11,November,Winter,Group 7,Dharan,130000,6500,18.0,126.0,540.0,23760.0,129600.0,772200000.0,842400000.0,2012-11
2012,11,November,Winter,Group 7,Hetauda,95000,5000,18.0,126.0,540.0,20520.0,108000.0,487350000.0,540000000.0,2012-11
2012,12,December,Winter,Group 1,Kathmandu,1500000,45000,15.15,106.0,454.5,24998.0,172710.0,9374250000.0,7771950000.0,2012-12
2012,12,December,Winter,Group 1,Lalitpur,300000,12000,15.59,109.1,467.7,23385.0,130956.0,1753875000.0,1571472000.0,2012-12
2012,12,December,Winter,Group 1,Bhaktapur,85000,8000,17.01,119.1,510.3,22964.0,112266.0,487985000.0,898128000.0,2012-12
2012,12,December,Winter,Group 1,Pokhara,450000,15000,18.0,126.0,540.0,27000.0,162000.0,3037500000.0,2430000000.0,2012-12
2012,12,December,Winter,Group 1,Chitwan,580000,18000,18.0,126.0,540.0,22680.0,135000.0,3288600000.0,2430000000.0,2012-12
2012,12,December,Winter,Group 1,Biratnagar,240000,11000,18.0,126.0,540.0,25920.0,145800.0,1555200000.0,1603800000.0,2012-12
2012,12,December,Winter,Group 1,Birgunj,190000,9500,18.0,126.0,540.0,24840.0,140400.0,1179900000.0,1333800000.0,2012-12
2012,12,December,Winter,Group 1,Butwal,135000,7000,18.0,126.0,540.0,21600.0,113400.0,729000000.0,793800000.0,2012-12
2012,12,December,Winter,Group 1,Dharan,130000,6500,18.0,126.0,540.0,23760.0,129600.0,772200000.0,842400000.0,2012-12
2012,12,December,Winter,Group 1,Hetauda,95000,5000,18.0,126.0,540.0,20520.0,108000.0,487350000.0,540000000.0,2012-12
2012,12,December,Winter,Group 2,Kathmandu,1500000,45000,15.54,108.8,466.2,25641.0,177156.0,9615375000.0,7972020000.0,2012-12
2012,12,December,Winter,Group 2,Lalitpur,300000,12000,15.88,111.2,476.4,23820.0,133392.0,1786500000.0,1600704000.0,2012-12
2012,12,December,Winter,Group 2,Bhaktapur,85000,8000,17.51,122.6,525.3,23638.0,115566.0,502307500.0,924528000.0,2012-12
2012,12,December,Winter,Group 2,Pokhara,450000,15000,18.0,126.0,540.0,27000.0,162000.0,3037500000.0,2430000000.0,2012-12
2012,12,December,Winter,Group 2,Chitwan,580000,18000,18.0,126.0,540.0,22680.0,135000.0,3288600000.0,2430000000.0,2012-12
2012,12,December,Winter,Group 2,Biratnagar,240000,11000,18.0,126.0,540.0,25920.0,145800.0,1555200000.0,1603800000.0,2012-12
2012,12,December,Winter,Group 2,Birgunj,190000,9500,18.0,126.0,540.0,24840.0,140400.0,1179900000.0,1333800000.0,2012-12
2012,12,December,Winter,Group 2,Butwal,135000,7000,18.0,126.0,540.0,21600.0,113400.0,729000000.0,793800000.0,2012-12
2012,12,December,Winter,Group 2,Dharan,130000,6500,18.0,126.0,540.0,23760.0,129600.0,772200000.0,842400000.0,2012-12
2012,12,December,Winter,Group 2,Hetauda,95000,5000,18.0,126.0,540.0,20520.0,108000.0,487350000.0,540000000.0,2012-12
2012,12,December,Winter,Group 3,Kathmandu,1500000,45000,16.24,113.7,487.2,26796.0,185136.0,10048500000.0,8331120000.0,2012-12
2012,12,December,Winter,Group 3,Lalitpur,300000,12000,17.09,119.6,512.7,25635.0,143556.0,1922625000.0,1722672000.0,2012-12
2012,12,December,Winter,Group 3,Bhaktapur,85000,8000,18.0,126.0,540.0,24300.0,118800.0,516375000.0,950400000.0,2012-12
2012,12,December,Winter,Group 3,Pokhara,450000,15000,18.0,126.0,540.0,27000.0,162000.0,3037500000.0,2430000000.0,2012-12
2012,12,December,Winter,Group 3,Chitwan,580000,18000,18.0,126.0,540.0,22680.0,135000.0,3288600000.0,2430000000.0,2012-12
2012,12,December,Winter,Group 3,Biratnagar,240000,11000,18.0,126.0,540.0,25920.0,145800.0,1555200000.0,1603800000.0,2012-12
2012,12,December,Winter,Group 3,Birgunj,190000,9500,18.0,126.0,540.0,24840.0,140400.0,1179900000.0,1333800000.0,2012-12
2012,12,December,Winter,Group 3,Butwal,135000,7000,18.0,126.0,540.0,21600.0,113400.0,729000000.0,793800000.0,2012-12
2012,12,December,Winter,Group 3,Dharan,130000,6500,18.0,126.0,540.0,23760.0,129600.0,772200000.0,842400000.0,2012-12
2012,12,December,Winter,Group 3,Hetauda,95000,5000,18.0,126.0,540.0,20520.0,108000.0,487350000.0,540000000.0,2012-12
2012,12,December,Winter,Group 4,Kathmandu,1500000,45000,16.84,117.9,505.2,27786.0,191976.0,10419750000.0,8638920000.0,2012-12
2012,12,December,Winter,Group 4,Lalitpur,300000,12000,17.2,120.4,516.0,25800.0,144480.0,1935000000.0,1733760000.0,2012-12
2012,12,December,Winter,Group 4,Bhaktapur,85000,8000,18.0,126.0,540.0,24300.0,118800.0,516375000.0,950400000.0,2012-12
2012,12,December,Winter,Group 4,Pokhara,450000,15000,18.0,126.0,540.0,27000.0,162000.0,3037500000.0,2430000000.0,2012-12
2012,12,December,Winter,Group 4,Chitwan,580000,18000,18.0,126.0,540.0,22680.0,135000.0,3288600000.0,2430000000.0,2012-12
2012,12,December,Winter,Group 4,Biratnagar,240000,11000,18.0,126.0,540.0,25920.0,145800.0,1555200000.0,1603800000.0,2012-12
2012,12,December,Winter,Group 4,Birgunj,190000,9500,18.0,126.0,540.0,24840.0,140400.0,1179900000.0,1333800000.0,2012-12
2012,12,December,Winter,Group 4,Butwal,135000,7000,18.0,126.0,540.0,21600.0,113400.0,729000000.0,793800000.0,2012-12
2012,12,December,Winter,Group 4,Dharan,130000,6500,18.0,126.0,540.0,23760.0,129600.0,772200000.0,842400000.0,2012-12
2012,12,December,Winter,Group 4,Hetauda,95000,5000,18.0,126.0,540.0,20520.0,108000.0,487350000.0,540000000.0,2012-12
2012,12,December,Winter,Group 5,Kathmandu,1500000,45000,16.79,117.5,503.7,27704.0,191406.0,10389000000.0,8613270000.0,2012-12
2012,12,December,Winter,Group 5,Lalitpur,300000,12000,17.63,123.4,528.9,26445.0,148092.0,1983375000.0,1777104000.0,2012-12
2012,12,December,Winter,Group 5,Bhaktapur,85000,8000,18.0,126.0,540.0,24300.0,118800.0,516375000.0,950400000.0,2012-12
2012,12,December,Winter,Group 5,Pokhara,450000,15000,18.0,126.0,540.0,27000.0,162000.0,3037500000.0,2430000000.0,2012-12
2012,12,December,Winter,Group 5,Chitwan,580000,18000,18.0,126.0,540.0,22680.0,135000.0,3288600000.0,2430000000.0,2012-12
2012,12,December,Winter,Group 5,Biratnagar,240000,11000,18.0,126.0,540.0,25920.0,145800.0,1555200000.0,1603800000.0,2012-12
2012,12,December,Winter,Group 5,Birgunj,190000,9500,18.0,126.0,540.0,24840.0,140400.0,1179900000.0,1333800000.0,2012-12
2012,12,December,Winter,Group 5,Butwal,135000,7000,18.0,126.0,540.0,21600.0,113400.0,729000000.0,793800000.0,2012-12
2012,12,December,Winter,Group 5,Dharan,130000,6500,18.0,126.0,540.0,23760.0,129600.0,772200000.0,842400000.0,2012-12
2012,12,December,Winter,Group 5,Hetauda,95000,5000,18.0,126.0,540.0,20520.0,108000.0,487350000.0,540000000.0,2012-12
2012,12,December,Winter,Group 6,Kathmandu,1500000,45000,17.06,119.4,511.8,28149.0,194484.0,10555875000.0,8751780000.0,2012-12
2012,12,December,Winter,Group 6,Lalitpur,300000,12000,18.0,126.0,540.0,27000.0,151200.0,2025000000.0,1814400000.0,2012-12
2012,12,December,Winter,Group 6,Bhaktapur,85000,8000,18.0,126.0,540.0,24300.0,118800.0,516375000.0,950400000.0,2012-12
2012,12,December,Winter,Group 6,Pokhara,450000,15000,18.0,126.0,540.0,27000.0,162000.0,3037500000.0,2430000000.0,2012-12
2012,12,December,Winter,Group 6,Chitwan,580000,18000,18.0,126.0,540.0,22680.0,135000.0,3288600000.0,2430000000.0,2012-12
2012,12,December,Winter,Group 6,Biratnagar,240000,11000,18.0,126.0,540.0,25920.0,145800.0,1555200000.0,1603800000.0,2012-12
2012,12,December,Winter,Group 6,Birgunj,190000,9500,18.0,126.0,540.0,24840.0,140400.0,1179900000.0,1333800000.0,2012-12
2012,12,December,Winter,Group 6,Butwal,135000,7000,18.0,126.0,540.0,21600.0,113400.0,729000000.0,793800000.0,2012-12
2012,12,December,Winter,Group 6,Dharan,130000,6500,18.0,126.0,540.0,23760.0,129600.0,772200000.0,842400000.0,2012-12
2012,12,December,Winter,Group 6,Hetauda,95000,5000,18.0,126.0,540.0,20520.0,108000.0,487350000.0,540000000.0,2012-12
2012,12,December,Winter,Group 7,Kathmandu,1500000,45000,17.03,119.2,510.9,28100.0,194142.0,10537500000.0,8736390000.0,2012-12
2012,12,December,Winter,Group 7,Lalitpur,300000,12000,18.0,126.0,540.0,27000.0,151200.0,2025000000.0,1814400000.0,2012-12
2012,12,December,Winter,Group 7,Bhaktapur,85000,8000,18.0,126.0,540.0,24300.0,118800.0,516375000.0,950400000.0,2012-12
2012,12,December,Winter,Group 7,Pokhara,450000,15000,18.0,126.0,540.0,27000.0,162000.0,3037500000.0,2430000000.0,2012-12
2012,12,December,Winter,Group 7,Chitwan,580000,18000,18.0,126.0,540.0,22680.0,135000.0,3288600000.0,2430000000.0,2012-12
2012,12,December,Winter,Group 7,Biratnagar,240000,11000,18.0,126.0,540.0,25920.0,145800.0,1555200000.0,1603800000.0,2012-12
2012,12,December,Winter,Group 7,Birgunj,190000,9500,18.0,126.0,540.0,24840.0,140400.0,1179900000.0,1333800000.0,2012-12
2012,12,December,Winter,Group 7,Butwal,135000,7000,18.0,126.0,540.0,21600.0,113400.0,729000000.0,793800000.0,2012-12
2012,12,December,Winter,Group 7,Dharan,130000,6500,18.0,126.0,540.0,23760.0,129600.0,772200000.0,842400000.0,2012-12
2012,12,December,Winter,Group 7,Hetauda,95000,5000,18.0,126.0,540.0,20520.0,108000.0,487350000.0,540000000.0,2012-12
2013,1,January,Winter,Group 1,Kathmandu,1500000,45000,12.55,87.9,376.5,20708.0,143070.0,7765500000.0,6438150000.0,2013-01
2013,1,January,Winter,Group 1,Lalitpur,300000,12000,13.65,95.5,409.5,20475.0,114660.0,1535625000.0,1375920000.0,2013-01
2013,1,January,Winter,Group 1,Bhaktapur,85000,8000,13.74,96.2,412.2,18549.0,90684.0,394166250.0,725472000.0,2013-01
2013,1,January,Winter,Group 1,Pokhara,450000,15000,15.96,111.7,478.8,23940.0,143640.0,2693250000.0,2154600000.0,2013-01
2013,1,January,Winter,Group 1,Chitwan,580000,18000,16.69,116.8,500.7,21029.0,125175.0,3049205000.0,2253150000.0,2013-01
2013,1,January,Winter,Group 1,Biratnagar,240000,11000,17.63,123.4,528.9,25387.0,142803.0,1523220000.0,1570833000.0,2013-01
2013,1,January,Winter,Group 1,Birgunj,190000,9500,18.0,126.0,540.0,24840.0,140400.0,1179900000.0,1333800000.0,2013-01
2013,1,January,Winter,Group 1,Butwal,135000,7000,18.0,126.0,540.0,21600.0,113400.0,729000000.0,793800000.0,2013-01
2013,1,January,Winter,Group 1,Dharan,130000,6500,17.66,123.6,529.8,23311.0,127152.0,757607500.0,826488000.0,2013-01
2013,1,January,Winter,Group 1,Hetauda,95000,5000,18.0,126.0,540.0,20520.0,108000.0,487350000.0,540000000.0,2013-01
2013,1,January,Winter,Group 2,Kathmandu,1500000,45000,12.92,90.4,387.6,21318.0,147288.0,7994250000.0,6627960000.0,2013-01
